"","case","serial","ref","questnnr","mode","au01_01","au01_02","au01_03","au01_04","au01_05","au01_06","au01_07","au01_08","au01_09","sd01_01","sd01_02","sd01_03","sd01_04","sd01_05","sd01_06","sd01_07","sd01_08","sd01_09","sd01_10","sd01_11","sd01_12","sd01_13","sd01_14","sd01_15","sd01_16","me01_01","me01_02","me01_03","me01_04","me01_05","me01_06","me01_07","me01_08","ko01_01","ko01_02","ko01_03","ko01_04","ko01_05","ko01_06","ko01_07","ko01_08","ko01_09","ko01_10","ko01_11","ko01_12","ko01_13","ko01_14","ko01_15","ko01_16","ko01_17","ko01_18","ko01_19","ko01_20","ko01_21","ko01_22","ko01_23","ko01_24","ko01_25","ko01_26","ko01_27","ko01_28","ko01_29","ko01_30","he01_01","he01_02","he01_03","he01_04","he01_05","he01_06","he01_07","he01_08","he01_09","he01_10","ta01_01","ta01_02","ta01_03","ta01_04","ta01_05","ta01_06","ta01_07","ta01_08","ta01_09","ta01_10","ta01_11","ta01_12","ta01_13","ta01_14","ta01_15","ta01_16","ta01_17","ta01_18","ta01_19","ta01_20","de01","de02_01","de03_01","de04","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time011","time_sum","mailsent","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi"
"298",716,NA,NA,"base","interview",1,2,1,3,1,5,2,1,1,3,2,1,1,2,1,1,5,1,2,2,2,1,1,5,1,4,2,2,1,3,4,2,5,1,100,21,90,1,51,90,90,80,1,16,40,85,95,100,100,90,80,21,1,100,30,100,95,6,21,41,100,51,80,5,6,6,6,6,6,6,6,5,5,51,51,91,41,11,51,101,36,41,51,51,16,61,71,101,31,51,81,51,41,2,28,21,6,5,74,93,59,189,91,48,61,150,34,8,812,NA,TRUE,FALSE,11,11,0,0,"1,06"
"299",717,NA,NA,"base","interview",4,4,5,4,5,4,5,3,3,6,6,6,6,6,6,6,5,3,3,5,5,5,5,6,6,6,6,3,5,5,6,4,2,51,75,51,5,100,51,100,100,76,71,18,17,73,16,100,30,51,11,11,11,11,81,26,6,11,11,80,33,11,100,4,2,2,2,2,2,2,2,1,1,76,76,76,76,81,76,26,51,26,7,6,85,26,26,5,1,51,51,76,51,2,29,66,6,4,87,201,41,144,85,46,60,69,26,4,767,NA,TRUE,FALSE,11,11,0,0,"1,28"
"300",718,NA,NA,"base","interview",1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,2,2,2,2,1,2,1,1,1,100,51,100,11,100,60,100,1,1,75,85,100,100,100,100,100,100,1,1,100,16,90,100,16,6,NA,100,95,71,5,6,6,6,6,6,6,6,5,4,31,21,6,21,6,101,101,101,101,101,101,21,101,101,101,6,6,101,51,101,2,25,19,5,17,114,170,77,318,122,65,124,148,50,9,1214,NA,TRUE,FALSE,11,11,0,0,"0,66"
"301",721,NA,NA,"base","interview",1,2,3,2,3,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,52,33,83,1,51,73,100,1,1,85,85,100,100,84,100,100,100,1,1,100,27,75,100,1,1,29,100,25,51,6,6,6,6,6,6,6,6,4,6,24,24,12,11,9,55,101,101,101,101,101,6,101,101,101,101,21,101,43,101,2,24,8,5,30,182,224,111,398,138,73,108,218,48,17,1547,NA,TRUE,FALSE,11,11,0,0,"0,51"
"302",723,NA,NA,"base","interview",5,2,3,5,4,4,5,3,3,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,5,5,5,3,56,5,62,2,100,13,100,76,100,16,76,51,1,100,1,51,1,1,1,14,1,79,21,1,1,49,49,1,1,1,1,2,2,1,2,5,3,4,3,1,49,48,101,31,2,3,1,1,1,1,1,1,1,1,1,1,NA,1,51,1,2,30,100,6,35,91,112,55,191,109,57,69,78,23,6,826,NA,TRUE,FALSE,11,11,1,1,"0,93"
"303",724,NA,NA,"base","interview",5,5,3,3,2,2,4,3,2,6,3,3,4,6,3,3,5,1,1,1,1,1,1,1,1,3,4,2,2,5,2,2,1,85,85,51,85,51,61,75,75,85,6,51,1,85,51,51,31,6,6,6,11,2,30,51,6,6,60,60,51,13,85,6,6,5,6,5,3,6,5,2,1,51,16,86,16,16,16,51,1,1,1,1,6,1,1,1,31,1,1,1,1,2,28,45,6,3,295,92,51,179,273,42,94,209,33,2,1273,NA,TRUE,FALSE,11,11,1,1,"1,19"
"304",726,NA,NA,"base","interview",3,3,3,3,3,3,3,1,1,6,6,3,4,1,4,1,4,3,2,1,2,2,3,2,2,3,3,1,1,2,3,4,1,51,100,1,51,1,51,100,100,1,1,51,100,100,100,100,100,100,100,1,51,100,51,100,51,1,100,100,100,100,51,4,4,4,4,4,5,4,6,4,6,51,51,1,51,1,51,101,101,51,51,51,51,101,51,51,51,51,101,51,51,2,29,28,6,13,135,161,67,240,203,88,100,113,36,10,1166,NA,TRUE,FALSE,11,11,0,0,"0,69"
"305",727,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,6,1,1,5,2,1,2,2,2,2,1,2,2,1,11,51,1,51,1,70,21,51,6,1,21,51,51,100,100,51,51,51,17,1,51,11,61,51,1,11,61,51,51,51,1,5,4,5,5,6,5,5,3,5,6,9,17,4,4,3,51,51,51,51,51,9,51,51,51,31,51,51,31,51,1,22,45,6,6,35,66,40,179,79,31,56,89,23,7,611,NA,TRUE,FALSE,11,11,0,0,"1,39"
"306",729,NA,NA,"base","interview",2,4,3,2,1,1,2,2,1,1,2,1,1,1,1,1,1,3,1,3,1,3,1,6,1,4,5,5,4,5,5,5,5,80,100,21,21,2,16,85,100,71,11,2,90,100,71,100,100,100,2,71,2,100,51,100,100,11,21,21,100,80,40,6,6,5,6,6,4,6,4,1,6,81,81,91,81,21,11,101,51,81,11,11,71,51,51,101,41,2,101,81,2,2,34,48,4,14,104,150,91,265,134,84,105,183,52,13,1195,NA,TRUE,FALSE,11,11,0,0,"0,64"
"307",730,NA,NA,"base","interview",3,3,3,3,3,3,2,2,2,2,2,1,2,NA,3,2,3,3,1,2,2,2,3,2,3,3,3,3,3,3,3,4,3,1,31,1,16,11,47,75,61,21,1,11,1,51,51,31,51,51,71,21,1,51,42,58,71,12,14,27,43,1,22,5,4,4,5,5,4,4,4,4,4,57,51,58,45,49,60,52,NA,38,46,47,45,51,51,55,29,51,50,53,32,2,22,32,5,9,76,185,88,253,201,285,143,150,42,4,1436,NA,TRUE,FALSE,11,11,2,2,"0,73"
"308",731,NA,NA,"base","interview",4,5,5,3,3,2,1,1,1,6,1,3,4,3,2,2,4,4,3,4,4,2,2,2,2,5,5,2,3,6,4,2,5,79,100,100,5,26,9,100,100,9,1,55,69,100,100,70,100,52,100,4,2,51,65,55,39,11,71,92,61,79,100,5,4,4,5,4,5,4,4,2,3,63,56,44,32,19,13,81,101,12,3,5,40,65,90,67,9,26,51,27,1,2,19,51,5,11,94,107,44,216,83,60,79,83,34,9,820,NA,TRUE,FALSE,11,11,0,0,"0,95"
"309",732,NA,NA,"base","interview",2,4,2,4,4,5,3,2,1,2,1,2,2,6,2,1,6,4,2,3,4,3,2,5,4,3,2,2,2,3,3,2,2,NA,80,81,31,75,66,69,90,NA,51,55,NA,65,69,70,71,51,80,27,NA,94,67,76,59,76,54,83,95,53,100,5,5,5,5,5,6,6,5,2,2,60,62,60,61,42,39,101,56,27,15,27,36,82,1,41,42,58,66,27,2,1,24,18,6,2,51,69,30,96,75,44,47,52,23,7,496,NA,TRUE,FALSE,11,11,3,3,"1,6"
"310",735,NA,NA,"base","interview",1,2,2,2,2,2,3,2,1,6,1,3,1,1,4,1,1,2,1,1,1,1,2,4,1,2,2,1,1,2,1,1,1,1,51,51,56,21,5,90,100,1,18,80,NA,100,100,100,100,92,100,1,2,100,51,51,100,12,52,65,100,22,100,6,6,6,6,6,6,6,6,5,6,56,19,19,20,20,68,101,NA,85,42,NA,9,84,22,100,NA,51,NA,NA,NA,1,24,19,5,7,86,111,75,168,78,39,44,108,29,4,749,NA,TRUE,FALSE,11,11,6,6,"1,15"
"311",736,NA,NA,"base","interview",2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,3,1,5,3,1,1,2,3,2,3,1,46,17,76,18,63,62,100,5,7,76,71,100,77,92,92,87,100,1,1,100,24,100,100,39,1,72,100,100,51,6,6,4,6,6,5,6,6,5,5,51,51,23,51,41,70,101,101,95,51,51,33,66,63,87,87,51,72,72,54,2,21,29,5,51,41,86,43,286,135,50,49,172,26,8,947,NA,TRUE,FALSE,11,11,0,0,"0,97"
"312",738,NA,NA,"base","interview",2,2,3,3,3,2,4,2,2,5,2,1,2,3,3,2,4,4,2,4,2,2,3,4,4,3,3,2,2,2,2,2,2,NA,26,25,51,71,76,71,100,21,21,51,51,61,95,61,95,80,56,51,NA,70,65,45,65,70,21,100,85,NA,11,5,4,4,5,6,5,4,5,2,4,71,46,61,41,26,81,56,51,44,46,51,41,61,36,61,NA,61,56,61,36,1,25,42,6,26,98,364,75,356,159,59,99,178,24,9,1447,NA,TRUE,FALSE,11,11,2,2,"0,65"
"313",739,NA,NA,"base","interview",3,3,2,4,2,2,5,3,2,4,1,6,1,5,3,2,2,3,1,2,2,1,1,2,1,4,4,2,2,4,4,3,1,1,62,72,50,25,29,100,90,10,1,24,1,100,100,21,100,73,72,11,1,100,54,70,96,58,72,67,100,NA,100,6,6,6,6,5,6,6,6,3,3,91,65,78,66,64,84,101,66,79,21,22,34,52,1,89,61,51,91,66,50,1,21,16,5,2,88,69,37,155,82,40,43,104,23,3,646,NA,TRUE,FALSE,11,11,1,1,"1,47"
"314",741,NA,NA,"base","interview",1,2,2,2,1,1,1,1,1,2,4,1,2,1,1,1,3,2,1,4,2,1,3,2,1,2,3,2,2,1,1,1,3,1,21,21,40,6,51,56,100,1,1,90,51,100,100,100,100,100,85,1,1,95,30,100,100,6,1,21,100,51,80,4,6,6,6,6,6,6,6,5,6,31,6,41,2,2,41,101,61,96,51,51,1,96,61,96,61,5,61,46,46,1,22,21,5,2,59,93,58,174,117,46,63,128,24,12,776,NA,TRUE,FALSE,11,11,0,0,"1,16"
"315",742,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,NA,90,NA,100,NA,100,80,100,NA,NA,100,51,100,51,100,100,100,100,NA,NA,100,NA,100,100,NA,NA,100,100,100,NA,5,6,6,6,6,6,5,6,3,6,61,31,1,1,1,91,101,81,101,51,51,1,91,91,101,61,21,101,51,51,2,23,1,6,8,85,137,63,216,112,66,99,113,27,8,934,NA,TRUE,FALSE,11,11,0,0,"0,88"
"316",744,NA,NA,"base","interview",1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,3,4,3,2,1,1,90,28,91,1,12,25,91,1,1,100,65,100,77,100,83,100,100,3,1,100,32,100,100,1,1,11,100,23,100,4,6,6,6,6,6,6,6,2,6,31,13,15,6,4,48,101,59,86,96,97,18,101,101,101,101,49,101,84,75,2,24,21,5,2,65,77,33,151,71,51,46,75,28,3,602,NA,TRUE,FALSE,11,11,0,0,"1,5"
"317",745,NA,NA,"base","interview",1,4,2,2,1,2,4,3,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,3,2,2,2,2,3,2,2,19,18,53,52,26,50,80,86,24,1,33,52,92,89,93,84,64,78,1,1,79,76,81,71,51,1,88,85,15,92,4,5,4,6,5,6,6,5,3,4,51,50,49,22,22,35,78,61,71,39,27,37,86,61,72,50,50,49,52,31,2,29,55,6,10,52,83,47,179,58,42,84,151,22,9,737,NA,TRUE,FALSE,11,11,0,0,"1,11"
"318",747,NA,NA,"base","interview",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,2,1,1,2,1,1,1,NA,NA,69,64,NA,84,79,63,NA,NA,81,92,26,100,NA,100,100,100,NA,NA,91,NA,38,100,90,NA,75,91,37,NA,6,6,6,6,6,6,6,6,5,6,27,23,48,5,1,64,76,101,86,45,101,4,85,101,97,63,9,101,28,49,1,44,20,5,13,92,133,65,152,77,57,52,94,24,9,768,NA,TRUE,FALSE,11,11,8,8,"0,98"
"319",749,NA,NA,"base","interview",2,1,3,3,2,4,2,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,4,4,3,2,4,5,4,4,1,100,51,60,1,100,100,100,21,1,51,51,100,100,51,100,51,51,11,1,100,51,80,55,1,48,1,100,51,1,3,4,4,6,5,5,6,4,4,6,61,51,51,51,41,51,61,61,51,31,51,51,51,51,51,46,51,51,51,41,1,22,51,5,7,120,121,63,324,138,76,86,150,35,38,1126,NA,TRUE,FALSE,11,11,0,0,"0,75"
"320",750,NA,NA,"base","interview",3,3,1,4,4,2,5,2,2,1,1,1,1,1,2,1,5,1,1,1,1,1,1,4,1,3,5,1,1,2,3,2,2,NA,51,100,55,62,67,76,100,40,NA,57,NA,100,100,42,58,74,74,NA,NA,80,62,74,100,33,59,67,100,27,100,5,6,6,6,6,6,6,6,4,4,51,43,12,13,13,53,63,NA,51,10,21,22,51,51,70,NA,51,51,51,33,1,20,19,5,6,118,169,73,178,110,70,79,132,41,8,984,NA,TRUE,FALSE,11,11,6,6,"0,86"
"321",752,NA,NA,"base","interview",2,2,2,3,2,2,4,2,1,4,3,2,1,4,3,2,4,2,3,2,2,2,2,4,4,4,4,3,3,3,3,3,3,57,100,67,31,51,3,100,100,54,1,19,71,100,81,100,100,51,11,11,1,100,51,100,31,21,41,70,100,51,24,6,5,4,3,4,4,4,4,3,2,86,86,86,76,51,76,101,101,76,31,31,51,101,66,66,61,51,91,101,61,1,23,60,6,22,79,147,55,235,180,59,139,145,26,7,1094,NA,TRUE,FALSE,11,11,1,1,"0,76"
"322",757,NA,NA,"base","interview",3,5,3,3,3,3,5,2,3,4,4,4,3,5,3,3,4,3,2,5,4,4,4,4,5,3,1,1,1,3,1,1,1,70,1,90,1,90,60,85,6,11,21,40,1,51,100,1,51,11,61,1,61,26,51,60,6,40,51,71,1,51,6,5,4,4,5,4,4,5,4,1,1,36,36,21,31,21,51,3,71,1,6,11,31,16,1,1,6,51,1,51,1,2,22,86,5,52,108,133,143,339,167,45,93,284,29,11,1404,NA,TRUE,FALSE,11,11,0,0,"0,62"
"323",759,NA,NA,"base","interview",1,1,1,2,1,1,3,1,1,5,1,1,1,1,1,1,3,NA,1,1,1,1,1,1,2,4,4,1,1,2,2,2,2,6,92,51,72,19,39,65,100,4,1,78,100,100,100,69,100,80,81,2,65,97,23,36,98,2,22,99,99,80,96,6,5,6,6,5,6,6,5,5,6,37,21,38,36,37,51,84,31,34,51,51,31,57,51,51,65,46,51,44,47,1,25,15,5,14,97,338,121,412,144,88,82,168,23,6,1493,NA,TRUE,FALSE,11,11,1,1,"0,68"
"324",760,NA,NA,"base","interview",1,2,2,2,2,1,3,1,2,5,1,1,1,2,2,1,5,2,1,1,1,1,3,3,3,2,2,2,2,2,4,1,2,1,93,81,87,61,74,94,96,1,1,73,86,86,100,92,95,95,96,8,2,96,51,80,87,36,70,92,90,54,65,2,5,5,6,5,6,6,6,4,5,85,85,73,73,73,84,87,96,96,89,90,84,90,80,93,68,87,93,91,85,1,24,32,6,16,118,128,57,221,231,45,130,124,23,6,1099,NA,TRUE,FALSE,11,11,0,0,"0,81"
"325",761,NA,NA,"base","interview",1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,4,1,1,1,2,3,1,1,1,1,2,2,2,1,1,19,6,9,2,11,37,34,1,4,60,1,30,55,52,42,43,59,1,8,49,14,50,38,4,1,10,24,NA,8,6,5,5,6,5,6,5,6,4,6,35,10,6,1,1,19,38,78,42,41,37,7,39,24,42,13,7,20,12,10,2,20,14,5,11,66,103,31,208,71,35,55,84,30,7,701,NA,TRUE,FALSE,11,11,1,1,"1,16"
"326",765,NA,NA,"base","interview",5,4,2,4,2,1,4,2,3,5,3,2,1,6,2,1,5,1,2,1,3,1,3,2,1,3,3,1,1,4,2,1,3,1,34,22,18,28,1,52,84,42,42,54,86,92,5,67,83,74,99,2,64,100,25,89,32,78,1,1,77,71,100,6,5,5,5,5,5,4,5,2,4,30,12,68,1,1,78,51,68,1,1,28,1,33,76,51,1,1,51,24,1,2,18,58,5,19,53,80,44,118,110,66,78,66,17,4,655,NA,TRUE,FALSE,11,11,0,0,"1,2"
"327",768,NA,NA,"base","interview",1,1,1,1,1,3,2,1,1,6,1,4,1,1,1,1,1,NA,3,6,3,1,3,4,2,2,2,1,1,2,3,1,2,1,100,81,62,1,94,94,100,21,1,76,83,51,61,72,85,100,100,22,5,100,49,41,100,97,1,91,100,87,1,6,6,6,6,6,6,5,6,4,5,38,38,44,31,32,50,76,76,74,51,51,23,51,61,71,24,51,78,70,54,2,25,18,6,8,54,138,50,157,129,54,73,102,23,4,792,NA,TRUE,FALSE,11,11,1,1,"1,09"
"328",769,NA,NA,"base","interview",2,3,3,2,1,1,2,1,2,1,1,1,1,3,1,1,4,4,1,1,3,1,1,1,1,3,2,2,2,3,2,2,1,1,35,77,67,29,40,67,100,1,39,58,30,84,84,46,100,96,100,1,1,51,36,28,68,100,18,25,100,37,51,6,6,6,6,6,6,6,6,3,6,21,17,9,10,12,33,76,79,79,37,37,1,52,22,51,54,1,71,2,20,1,24,41,5,6,62,134,52,259,72,40,60,152,23,7,867,NA,TRUE,FALSE,11,11,0,0,"1,09"
"329",770,NA,NA,"base","interview",2,2,3,4,2,3,1,1,1,5,1,4,1,1,2,1,5,2,1,1,1,1,1,3,1,2,2,3,2,3,2,2,1,1,1,1,11,30,1,89,95,1,1,45,47,96,51,75,77,51,99,1,1,100,1,100,100,1,1,24,51,1,1,6,6,6,6,6,6,5,5,6,6,33,22,9,15,5,48,48,83,19,29,28,29,47,48,48,26,23,50,50,34,2,24,22,5,10,76,174,81,203,470,56,48,68,15,5,1206,NA,TRUE,FALSE,11,11,0,0,"1,01"
"330",772,NA,NA,"base","interview",2,3,3,3,1,1,4,1,1,4,1,3,1,1,2,1,4,1,2,2,1,1,1,4,2,1,1,1,1,2,4,2,1,1,89,40,77,88,12,84,100,19,1,68,68,79,100,27,100,37,86,6,6,78,77,90,51,21,26,78,100,70,79,6,5,5,5,5,6,6,5,1,5,52,39,18,2,1,18,100,51,88,62,35,16,101,101,72,5,91,101,51,24,1,22,60,5,13,84,86,50,160,67,38,57,65,20,13,653,NA,TRUE,FALSE,11,11,0,0,"1,13"
"331",775,NA,NA,"base","interview",1,2,1,4,3,3,3,1,1,2,1,1,2,2,1,1,3,5,1,6,2,5,5,4,2,4,4,2,1,2,3,2,2,1,84,74,51,51,70,61,88,31,71,19,22,70,88,49,76,89,79,29,1,72,61,55,90,100,26,99,80,28,79,6,6,6,5,6,5,6,6,6,6,80,63,51,69,41,52,70,64,38,45,67,51,66,62,72,24,53,58,57,25,1,29,37,6,9,71,146,54,198,95,46,61,126,22,6692,834,NA,TRUE,FALSE,11,11,0,0,"0,92"
"332",776,NA,NA,"base","interview",2,3,2,4,2,1,2,1,1,6,5,5,4,4,4,2,5,6,6,6,5,3,1,5,1,5,4,1,2,5,6,3,1,21,51,28,22,25,69,76,51,35,5,18,66,80,81,90,68,66,78,9,16,69,70,95,53,11,11,62,72,29,8,6,5,5,6,4,6,6,4,2,3,24,16,8,4,1,16,42,30,1,1,3,69,68,3,51,3,51,69,77,10,2,27,50,5,3,45,141,43,428,91,41,65,82,26,4,969,NA,TRUE,FALSE,11,11,0,0,"1,29"
"333",779,NA,NA,"base","interview",2,4,1,2,1,2,3,2,1,1,2,2,1,1,1,1,2,2,2,3,1,1,2,3,2,3,5,2,2,2,1,2,2,2,16,54,73,22,87,82,87,28,21,6,1,80,93,92,89,86,90,12,2,93,48,52,95,92,5,15,75,79,5,6,6,5,6,6,6,6,5,4,5,56,56,27,16,6,87,82,89,81,75,76,27,81,80,80,24,35,86,77,71,2,24,50,5,11,104,167,73,213,161,72,103,99,26,14,1043,NA,TRUE,FALSE,11,11,0,0,"0,76"
"334",781,NA,NA,"base","interview",2,1,2,3,2,4,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,3,1,4,5,1,1,1,2,2,1,1,56,45,86,40,70,100,70,6,11,90,90,80,65,71,80,95,90,1,11,95,21,100,95,51,NA,95,100,NA,90,6,6,6,6,6,6,6,4,3,4,46,46,41,46,46,61,71,86,71,51,51,41,51,51,88,88,51,51,36,51,1,18,13,5,2,188,164,110,324,92,62,119,150,22,2,1235,NA,TRUE,FALSE,11,11,2,2,"1,12"
"335",785,NA,NA,"base","interview",2,5,4,1,1,1,4,3,3,4,6,3,3,4,3,3,5,1,1,1,2,1,1,1,2,2,2,2,1,2,1,1,1,80,NA,27,NA,100,NA,73,53,61,NA,91,NA,100,100,NA,NA,NA,NA,NA,NA,NA,38,19,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,6,6,6,5,2,1,80,72,101,22,1,15,NA,NA,NA,NA,41,23,NA,44,NA,NA,NA,NA,NA,NA,2,19,50,5,8,82,78,35,100,80,34,46,41,24,8,536,NA,TRUE,FALSE,11,11,25,25,"1,41"
"336",786,NA,NA,"base","interview",1,1,NA,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,1,1,1,1,NA,100,51,100,NA,100,46,100,NA,33,99,100,100,100,100,100,100,100,NA,NA,100,NA,100,100,100,NA,NA,100,74,NA,5,6,6,6,6,6,6,6,5,6,52,33,31,51,51,52,101,101,101,101,101,52,53,51,101,101,52,101,52,52,1,22,1,5,91,65,221,48,131,115,129,210,108,16,3,1057,NA,TRUE,FALSE,11,11,8,8,"0,94"
"337",787,NA,NA,"base","interview",1,4,1,5,2,2,3,2,1,1,1,1,1,3,5,1,6,5,3,4,3,1,3,5,5,4,4,3,1,4,2,3,2,1,75,51,51,51,75,80,70,1,1,60,100,100,51,65,85,51,100,1,16,85,55,51,61,1,40,100,100,100,65,4,4,5,6,6,5,5,4,2,4,51,51,51,51,41,51,51,51,51,51,51,51,51,51,51,51,51,51,51,41,2,20,26,6,8,122,149,121,307,170,85,98,154,30,3,1247,NA,TRUE,FALSE,11,11,0,0,"0,83"
"338",792,NA,NA,"base","interview",1,4,1,4,1,2,4,1,1,1,1,2,3,1,1,1,4,1,1,2,2,1,1,5,1,5,6,3,2,4,4,2,2,NA,51,90,70,51,61,100,100,NA,45,51,2,74,100,40,100,90,100,NA,NA,76,40,84,80,71,74,59,100,NA,100,6,6,6,6,6,6,6,6,3,5,51,52,26,40,39,51,92,4,58,18,6,51,51,19,41,1,15,51,51,1,1,20,50,5,22,75,90,48,240,82,44,45,166,36,5,853,NA,TRUE,FALSE,11,11,3,3,"1"
"339",793,NA,NA,"base","interview",2,3,3,2,4,5,4,2,4,5,1,1,1,1,1,1,1,1,5,4,5,1,2,1,1,6,6,3,3,4,4,3,3,1,1,51,1,30,26,51,76,1,1,52,1,6,1,21,100,100,100,1,1,1,1,100,31,1,1,100,1,1,100,6,6,6,6,6,6,6,6,4,6,101,101,71,70,71,101,1,1,1,1,1,70,1,1,31,1,1,1,30,1,1,21,43,5,3,92,114,66,294,126,48,65,74,34,3,919,NA,TRUE,FALSE,11,11,0,0,"1,2"
"340",795,NA,NA,"base","interview",1,2,2,4,1,1,3,1,2,5,2,1,1,1,1,1,3,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,3,51,11,61,1,80,50,79,1,1,33,7,83,92,45,100,95,93,1,1,100,1,100,80,1,1,52,100,53,80,5,5,5,6,5,5,5,5,4,5,39,7,13,15,2,38,101,101,101,35,49,1,93,93,88,83,26,94,21,48,1,29,25,6,5,96,128,72,343,92,70,85,255,27,3,1176,NA,TRUE,FALSE,11,11,0,0,"1"
"341",797,NA,NA,"base","interview",NA,3,2,4,1,1,4,2,1,2,1,1,1,1,2,1,4,4,2,2,2,2,2,3,3,5,4,2,3,4,5,4,3,NA,NA,96,NA,62,64,84,76,37,11,34,NA,69,64,NA,100,100,37,NA,NA,100,62,64,70,12,NA,59,57,NA,NA,5,5,5,6,6,6,5,4,3,4,67,66,22,23,21,16,60,1,52,45,41,36,58,46,62,NA,50,NA,50,22,1,20,45,5,3,93,94,48,111,76,43,51,74,22,4,619,NA,TRUE,FALSE,11,11,11,10,"1,41"
"342",799,NA,NA,"base","interview",NA,4,5,4,3,4,4,4,2,4,1,3,1,2,2,1,5,3,1,1,1,2,2,3,2,5,5,4,3,5,3,3,3,1,12,1,16,26,25,70,100,6,1,1,21,100,100,100,100,76,40,1,1,100,51,1,100,1,21,90,100,40,51,5,5,5,6,5,5,6,6,4,5,51,51,51,31,21,80,86,50,51,50,50,36,101,71,71,41,41,86,51,51,2,25,49,7,6,92,108,53,186,98,48,69,139,40,3,842,NA,TRUE,FALSE,11,11,1,1,"1,1"
"343",800,NA,NA,"base","interview",2,5,4,4,2,2,3,3,3,5,3,3,1,2,4,1,4,3,2,2,3,3,3,5,5,5,5,5,5,5,5,4,4,11,51,51,11,76,50,90,90,11,1,25,3,51,51,51,51,41,90,26,1,51,60,95,26,51,NA,90,51,51,51,5,6,5,5,5,5,5,5,1,3,71,71,71,71,66,71,51,51,21,26,26,51,51,51,41,11,51,51,51,46,2,23,63,5,27,60,121,43,215,103,51,64,101,34,9,828,NA,TRUE,FALSE,11,11,1,1,"0,92"
"344",801,NA,NA,"base","interview",2,2,1,2,1,2,3,1,1,2,3,1,2,1,1,1,2,2,1,1,1,1,2,2,2,4,4,2,2,3,2,2,3,NA,62,39,68,13,61,70,87,NA,NA,41,90,68,82,88,98,82,84,9,5,90,66,84,85,19,8,30,97,NA,52,4,5,5,6,6,6,6,5,5,5,61,52,26,39,17,70,83,83,84,43,54,29,83,55,58,46,21,77,35,22,1,19,18,5,28,113,192,99,218,86,71,77,144,30,8,1066,NA,TRUE,FALSE,11,11,1,1,"0,73"
"345",802,NA,NA,"base","interview",1,2,2,3,2,1,3,2,2,3,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,4,3,2,2,3,3,3,2,1,11,11,11,11,11,11,11,1,11,11,11,11,11,11,11,11,11,1,1,11,11,11,11,11,1,11,11,11,11,5,4,6,6,5,5,5,4,3,4,41,31,21,31,11,41,41,101,41,41,41,31,41,41,41,11,31,41,31,41,2,23,19,5,131,79,280,53,304,102,49,75,198,31,7,1189,NA,TRUE,FALSE,11,11,1,1,"0,73"
"346",803,NA,NA,"base","interview",1,1,1,4,2,1,4,1,1,3,1,1,1,3,2,1,1,6,1,6,2,2,1,3,1,3,2,1,1,2,1,1,2,NA,100,100,68,10,31,53,47,NA,NA,30,NA,100,100,100,88,100,100,NA,NA,100,51,100,100,26,11,63,100,100,100,6,6,6,6,6,6,6,6,4,6,34,3,14,9,9,74,84,85,69,51,64,24,83,38,87,61,17,71,51,29,1,24,18,5,7,120,155,82,230,210,60,80,219,37,15,1215,NA,TRUE,FALSE,11,11,4,4,"0,73"
"347",804,NA,NA,"base","interview",4,4,3,4,4,4,4,4,2,5,3,5,2,5,5,4,3,5,4,4,3,5,5,5,4,4,3,1,2,5,4,2,2,NA,NA,25,34,30,31,56,73,40,12,12,NA,100,57,52,100,25,5,NA,NA,20,42,30,NA,6,NA,100,59,31,31,5,4,4,4,4,4,5,3,4,2,57,58,45,55,27,60,83,94,90,25,18,36,57,16,NA,11,59,41,59,51,1,20,60,5,9,59,151,73,142,247,61,76,132,27,11,988,NA,TRUE,FALSE,11,11,6,6,"0,88"
