"","case","serial","ref","questnnr","mode","au01_01","au01_02","au01_03","au01_04","au01_05","au01_06","au01_07","au01_08","au01_09","sd01_01","sd01_02","sd01_03","sd01_04","sd01_05","sd01_06","sd01_07","sd01_08","sd01_09","sd01_10","sd01_11","sd01_12","sd01_13","sd01_14","sd01_15","sd01_16","ko01_02","ko01_03","ko01_04","ko01_05","ko01_06","ko01_07","ko01_08","ko01_09","ko01_10","ko01_11","ko01_12","ko01_13","ko01_14","ko01_15","ko01_16","ko01_17","ko01_18","ko01_19","ko01_20","ko01_21","ko01_22","ko01_23","ko01_24","ko01_25","ko01_26","ko01_27","ko01_28","ko01_29","ko01_30","ko01_31","mi01_01","mi01_02","mi01_03","mi01_04","mi01_05","mi01_06","mi01_07","mi01_08","ta01_01","ta01_02","ta01_03","ta01_04","ta01_05","ta01_06","ta01_07","ta01_08","ta01_09","ta01_10","ta01_11","ta01_12","ta01_13","ta01_14","ta01_15","ta01_16","ta01_17","ta01_18","ta01_19","ta01_20","ta01_21","ta01_22","ta01_23","ta01_24","ta01_25","ta01_26","ta01_27","ta01_28","ta01_29","ta01_30","ta01_31","ta01_32","ta01_33","ta01_34","ta01_35","ta01_36","ta01_37","ta01_38","ta01_39","ta01_40","de01_01","de02","de03_01","de04","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time_sum","mailsent","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi"
"317",1337,NA,NA,"base","interview",1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,6,1,4,1,1,1,1,1,1,6,1,11,1,11,9,11,1,1,1,6,11,1,11,11,11,11,1,1,11,1,11,11,1,1,1,11,6,11,3,1,1,1,1,1,6,1,3,1,1,1,7,1,11,6,5,1,11,11,9,11,11,11,6,11,11,11,11,11,7,11,11,11,11,9,11,11,6,1,1,1,1,1,3,1,1,1,32,2,1,7,11,63,855,141,86,78,28,380,45,4,954,NA,TRUE,FALSE,10,10,1,0,"0,93"
"318",1338,NA,NA,"base","interview",2,2,1,1,1,1,3,1,2,1,1,NA,1,6,NA,1,6,6,2,6,3,4,NA,5,NA,1,NA,2,4,2,3,8,4,1,7,2,NA,1,2,7,NA,NA,11,1,1,NA,NA,6,2,6,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,2,1,NA,NA,NA,1,3,1,7,NA,NA,NA,NA,NA,NA,3,11,NA,NA,NA,10,NA,NA,NA,2,8,9,NA,NA,4,NA,10,NA,NA,NA,3,1,NA,1,NA,NA,NA,17,2,NA,4,48,169,221,219,241,350,61,227,77,4,1320,NA,TRUE,FALSE,10,10,39,38,"0,58"
"319",1339,NA,NA,"base","interview",4,2,4,2,1,3,3,2,2,4,2,2,2,1,3,2,2,3,1,3,2,3,3,4,1,2,5,7,6,4,10,10,6,4,4,6,6,6,2,6,9,9,9,2,4,7,4,4,9,6,4,6,6,4,4,6,5,1,1,2,6,3,5,6,3,3,2,6,6,6,6,4,3,7,6,6,7,11,7,6,6,1,4,6,6,3,9,11,3,3,7,2,9,6,4,6,6,4,6,2,5,7,3,28,1,6,7,8,135,93,132,93,45,18,128,48,5,705,NA,TRUE,FALSE,10,10,1,0,"1,19"
"320",1342,NA,NA,"base","interview",1,2,3,2,1,1,1,1,1,3,3,1,1,3,1,1,5,2,1,2,2,1,3,1,2,1,11,5,9,3,7,7,11,1,3,5,4,10,11,6,11,11,11,4,1,10,3,11,9,4,3,6,11,5,8,3,3,2,2,4,3,1,1,10,9,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,9,18,1,4,4,3,75,88,358,93,48,47,130,33,5,880,NA,TRUE,FALSE,10,10,1,0,"1,23"
"321",1343,NA,NA,"base","interview",3,4,4,5,5,5,5,1,1,6,1,4,1,4,4,1,4,1,1,1,1,1,1,1,1,1,11,11,7,9,1,11,11,4,2,9,1,11,11,11,11,11,11,3,7,11,11,11,11,5,7,11,11,6,11,6,6,6,6,6,6,5,1,3,4,11,1,9,3,11,11,8,1,11,8,7,1,11,11,11,11,11,6,11,11,1,11,11,3,6,11,6,11,10,7,11,9,8,6,1,1,1,6,26,2,5,6,32,97,83,113,83,33,16,132,80,9,678,NA,TRUE,FALSE,10,10,1,0,"1,12"
"322",1344,NA,NA,"base","interview",3,5,4,5,3,3,5,5,4,6,5,2,5,1,2,1,6,6,2,6,6,3,6,4,5,9,11,6,1,11,1,11,7,11,1,11,1,6,9,1,6,3,8,1,8,1,8,3,3,6,6,6,3,1,6,4,4,2,5,3,2,3,3,8,3,8,6,6,8,11,11,10,6,3,2,4,1,10,6,3,1,6,6,1,3,1,9,8,1,6,1,6,6,6,3,3,1,1,3,1,8,3,3,26,2,11,7,917,62,85,138,102,53,43,196,37,3,731,NA,TRUE,FALSE,10,10,1,0,"1,04"
"323",1346,NA,NA,"base","interview",2,4,3,2,1,1,4,2,2,5,1,1,1,1,3,1,4,4,4,3,3,2,3,3,1,NA,8,9,6,1,8,8,11,5,6,3,6,6,9,9,9,7,6,1,1,8,7,11,8,8,2,7,8,8,10,5,4,3,2,5,4,2,2,3,5,8,1,3,5,6,8,6,4,6,6,5,5,8,5,7,5,6,5,5,4,2,8,8,2,6,6,5,8,6,2,2,2,5,2,1,3,3,2,36,4,NA,7,35,119,134,176,142,63,58,175,41,9,952,NA,TRUE,FALSE,10,10,2,2,"0,74"
"324",1348,NA,NA,"base","interview",3,4,3,4,2,3,3,1,1,4,1,1,1,2,1,1,4,3,1,1,1,1,1,2,1,1,NA,11,NA,6,5,9,10,4,1,6,6,11,11,9,11,11,11,1,1,11,9,8,10,1,8,11,11,7,11,4,5,2,2,4,5,5,4,9,3,9,1,9,9,10,10,11,6,10,11,11,4,10,11,9,9,11,3,NA,6,8,10,8,3,6,10,6,11,9,6,9,6,8,8,2,6,1,6,22,2,5,4,3,154,429,197,266,102,41,215,40,7,1454,NA,TRUE,FALSE,10,10,2,2,"0,89"
"325",1353,NA,NA,"base","interview",3,2,3,4,1,2,5,2,1,2,1,1,1,1,2,1,1,4,2,3,2,1,5,4,2,2,6,3,11,9,9,11,11,7,2,2,5,6,9,6,10,4,3,1,1,10,7,3,6,2,6,9,10,6,3,5,5,3,5,6,5,3,6,8,2,2,1,5,9,8,11,7,6,9,8,1,4,4,6,6,1,4,1,1,2,1,3,2,3,1,5,2,7,11,8,5,2,4,3,1,6,2,3,20,1,7,4,26,83,118,157,101,59,28,138,47,10,767,NA,TRUE,FALSE,10,10,1,0,"0,91"
"326",1357,NA,NA,"base","interview",3,2,2,3,1,2,2,1,1,4,1,1,3,1,5,1,1,5,2,4,3,2,3,6,2,1,8,6,11,8,11,8,9,2,1,2,2,11,9,10,9,9,6,1,1,10,6,2,9,4,6,NA,9,NA,7,5,4,3,2,5,5,4,5,6,4,7,2,6,6,8,6,6,4,7,6,7,9,6,6,9,6,11,6,7,4,6,10,10,4,2,6,6,6,8,9,6,3,6,6,9,6,6,6,22,1,5,4,10,80,257,37192,108,67,17,151,39,3,899,NA,TRUE,FALSE,10,10,2,2,"1,02"
"327",1363,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,4,1,1,3,4,1,1,9,9,11,8,10,10,10,1,1,9,3,8,7,8,11,11,10,1,1,11,3,8,11,1,1,6,11,9,11,3,3,1,1,3,1,1,1,9,1,2,1,3,8,11,11,11,2,11,11,11,11,11,11,11,11,11,2,7,9,10,9,9,4,11,8,9,9,9,3,2,8,2,3,1,3,3,3,51,1,2,7,65,63,122,220,180,66,47,195,62,7,1027,NA,TRUE,FALSE,10,10,1,0,"0,75"
"328",1366,NA,NA,"base","interview",2,2,2,4,2,2,4,1,2,4,2,6,2,4,6,1,2,6,3,6,3,3,5,4,4,3,10,10,8,4,5,10,9,2,1,4,1,11,11,10,11,11,6,4,3,11,6,8,8,7,7,8,11,4,8,4,3,3,2,5,3,4,3,6,4,11,1,9,10,11,11,6,6,11,8,5,6,6,11,8,11,11,9,4,6,1,9,5,2,6,6,5,10,9,6,6,5,6,6,2,6,6,6,21,2,2,4,849,103,482,172,120,74,40,188,26,3,1220,NA,TRUE,FALSE,10,10,1,0,"0,86"
"329",1367,NA,NA,"base","interview",1,1,5,4,3,2,5,2,1,6,2,1,1,1,1,1,4,3,1,1,3,4,4,4,4,3,11,11,8,11,11,11,11,4,2,8,11,11,11,11,11,2,5,2,2,10,11,11,1,4,3,10,11,9,4,4,5,6,4,3,1,1,2,9,1,1,5,6,9,11,6,3,1,9,1,11,2,7,11,2,8,4,1,1,10,4,7,11,2,8,11,8,9,9,8,7,1,7,2,10,9,2,7,25,2,8,6,14,40,84,103,73,44,12,101,30,5,506,NA,TRUE,FALSE,10,10,1,0,"1,51"
"330",1368,NA,NA,"base","interview",2,3,1,3,2,2,1,1,1,2,1,1,1,1,1,1,3,2,1,3,2,1,2,2,1,1,8,1,9,1,7,7,6,1,1,10,6,9,6,8,11,9,10,1,1,11,1,9,11,1,2,3,9,10,3,3,3,3,3,2,2,2,3,8,1,4,1,3,3,8,11,6,4,10,9,11,10,11,10,6,10,11,9,4,6,10,10,9,6,9,9,9,11,10,1,2,1,2,2,1,5,2,1,26,2,2,7,5,74,127,115,118,43,56,262,29,6,835,NA,TRUE,FALSE,10,10,1,0,"1,14"
"331",1373,NA,NA,"base","interview",1,4,3,3,2,2,2,2,2,6,2,2,1,1,6,2,4,4,1,4,1,1,2,2,1,1,9,6,9,6,8,10,11,5,3,10,4,11,11,11,11,11,11,1,2,11,9,11,11,6,7,7,11,4,2,4,4,2,2,3,5,4,3,9,2,6,1,9,7,10,10,9,9,11,11,10,5,11,11,9,9,6,8,3,9,10,10,10,5,9,11,9,11,10,8,5,7,8,7,5,8,6,7,NA,2,2,7,3,81,98,159,145,54,38,161,54,33,826,NA,TRUE,FALSE,10,10,2,1,"1,06"
"332",1377,NA,NA,"base","interview",3,4,4,4,5,3,4,4,4,5,2,6,3,6,6,4,5,3,3,4,1,2,6,4,5,2,9,6,5,8,2,9,11,4,1,5,2,6,11,9,11,3,1,5,2,11,9,8,5,3,6,11,5,6,8,5,5,3,3,4,6,4,3,10,3,7,1,9,9,10,9,9,8,9,7,4,11,8,9,9,8,5,4,1,3,1,11,9,2,6,4,8,5,11,11,10,7,8,9,1,11,5,8,19,2,8,4,12,53,91,180,99,41,33,189,34,10,742,NA,TRUE,FALSE,10,10,1,0,"1,05"
"333",1379,NA,NA,"base","interview",1,2,3,3,2,2,2,1,2,2,1,2,1,2,3,1,4,2,1,2,2,1,2,2,3,1,3,7,7,6,4,10,10,2,6,6,4,7,8,8,10,8,11,3,2,11,6,7,10,4,2,5,9,6,6,5,4,3,3,2,3,2,1,6,3,6,1,6,7,9,7,6,6,7,7,10,7,8,6,6,7,9,6,5,7,6,10,10,5,6,6,6,10,5,5,6,2,6,6,2,6,6,5,22,1,4,4,29,74,128,543,137,126,62,443,33,5,1580,NA,TRUE,FALSE,10,10,1,0,"0,7"
"334",1381,NA,NA,"base","interview",3,3,4,5,3,4,5,1,3,6,2,6,2,1,5,1,1,6,1,6,4,1,1,6,5,7,8,7,9,NA,1,3,1,1,1,1,9,10,6,8,6,8,2,1,4,9,6,8,5,1,1,7,8,9,1,6,6,2,2,5,5,2,1,4,1,1,6,3,9,3,7,7,3,7,1,6,1,2,4,1,7,1,3,1,6,3,3,3,4,1,1,2,3,2,3,2,1,1,2,2,6,NA,1,24,2,8,4,9,107,143,143,143,48,77,146,48,10,874,NA,TRUE,FALSE,10,10,2,2,"0,88"
"335",1384,NA,NA,"base","interview",1,3,2,4,4,2,1,1,1,1,1,1,1,2,1,1,1,2,1,5,1,3,1,3,1,1,6,8,6,2,7,10,11,5,2,9,1,11,11,8,11,11,11,1,1,11,4,11,11,5,6,10,11,6,8,4,6,5,1,1,3,2,2,7,1,3,1,5,10,11,9,6,5,11,8,9,11,11,10,9,11,7,8,2,5,3,9,8,4,4,8,5,10,9,5,4,3,4,4,1,5,6,3,20,1,4,4,20,62,88,113,58,32,17,101,18,3,512,NA,TRUE,FALSE,10,10,1,0,"1,56"
"336",1392,NA,NA,"base","interview",1,1,1,3,1,2,2,1,1,4,1,3,1,1,1,1,1,6,1,6,5,3,6,5,6,1,3,9,9,2,6,11,11,8,6,6,1,5,11,8,11,11,6,4,1,11,5,6,11,11,4,11,11,3,10,5,5,6,6,5,5,5,5,6,9,11,1,9,10,11,10,2,6,11,10,4,1,9,7,9,11,10,8,4,6,5,1,11,5,1,8,2,11,8,8,6,4,5,4,1,5,1,4,21,1,6,4,210,86,205,170,120,121,20,165,33,14,946,NA,TRUE,FALSE,10,10,1,0,"0,79"
"337",1398,NA,NA,"base","interview",2,2,1,2,2,3,1,1,2,2,1,2,1,1,1,1,3,4,1,2,1,1,1,3,3,1,7,8,10,4,3,9,11,3,1,11,3,11,11,11,11,11,9,1,1,11,3,NA,11,4,NA,9,11,NA,6,4,3,2,2,3,4,3,2,3,1,5,1,6,5,6,5,6,1,11,10,11,5,11,6,5,11,8,4,8,6,6,7,11,5,5,9,6,11,5,3,4,1,2,3,1,2,3,2,20,2,3,4,5,55,159,146,95,61,20,346,43,8,938,NA,TRUE,FALSE,10,10,3,2,"1,12"
"338",1401,NA,NA,"base","interview",2,3,4,1,2,2,1,1,1,3,1,1,1,1,1,1,1,3,1,5,2,1,1,1,1,NA,NA,NA,4,NA,NA,NA,11,NA,NA,3,8,11,11,7,11,7,11,NA,NA,11,NA,NA,8,NA,NA,NA,9,NA,NA,3,3,2,2,1,2,2,2,4,NA,NA,NA,4,NA,NA,11,NA,NA,3,NA,11,3,NA,6,NA,3,11,4,4,NA,1,3,11,NA,NA,8,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2,3,7,4,95,118,117,90,52,44,106,41,3,670,NA,TRUE,FALSE,10,10,34,33,"1,36"
"339",1402,NA,NA,"base","interview",1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,2,3,1,3,4,2,3,3,1,1,8,4,9,2,6,5,10,3,2,10,2,11,10,10,11,11,9,2,2,11,3,8,11,3,1,4,9,9,7,5,4,4,2,2,2,2,3,5,1,6,1,8,4,10,7,6,6,6,9,11,6,11,8,6,6,9,9,7,7,9,11,8,4,6,9,6,6,6,2,2,3,2,4,1,3,5,2,25,2,3,6,46,80,108,159,97,64,47,220,46,5,872,NA,TRUE,FALSE,10,10,1,0,"0,86"
"340",1406,NA,NA,"base","interview",1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,6,6,10,4,11,11,11,1,1,9,1,11,11,6,11,11,11,1,1,11,3,11,11,1,1,7,11,11,11,2,2,1,1,2,3,1,1,6,1,6,1,6,9,11,11,6,6,11,11,11,11,11,11,11,11,11,10,11,11,1,11,11,6,6,8,6,11,6,6,1,1,6,2,1,6,1,2,22,1,4,4,8,27,50,131,38,26,12,99,24,2,417,NA,TRUE,FALSE,10,10,1,0,"2,15"
"341",1408,NA,NA,"base","interview",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,6,6,6,6,6,6,8,10,2,11,1,11,5,11,1,5,8,11,11,9,11,11,11,11,1,2,11,1,11,11,2,1,6,11,7,6,1,1,1,1,1,1,1,1,5,1,3,1,6,1,6,5,7,5,11,11,8,11,11,11,11,11,11,11,11,7,11,11,11,11,8,11,8,11,3,1,1,2,1,2,1,1,1,1,18,4,1,4,3,38,50,119,49,29,20,93,19,4,424,NA,TRUE,FALSE,10,10,1,0,"1,95"
"342",1415,NA,NA,"base","interview",2,4,2,5,2,1,3,1,1,3,2,1,1,1,1,1,1,4,1,4,3,2,2,5,4,1,8,1,4,1,2,3,10,1,1,3,1,11,6,11,11,11,7,2,2,6,6,11,7,2,1,4,11,6,2,5,6,4,3,5,3,1,1,6,2,6,1,5,3,7,6,10,6,11,6,7,3,8,10,6,6,6,5,2,4,1,6,4,2,4,4,5,10,9,7,10,4,7,6,4,6,6,6,22,2,6,4,5,91,188,167,133,107,45,150,45,2,933,NA,TRUE,FALSE,10,10,1,0,"1,18"
"343",1417,NA,NA,"base","interview",5,5,5,5,3,5,5,5,5,6,1,6,6,6,6,6,6,4,4,5,3,2,2,2,2,11,3,11,1,11,6,11,9,4,4,11,1,10,11,11,11,1,8,2,NA,1,11,11,1,5,11,11,1,4,1,5,4,2,3,4,3,2,1,3,8,6,1,6,1,7,11,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,4,6,1,1,5,1,7,8,3,1,1,1,1,1,3,1,1,25,2,9,7,3,41,52,89,51,29,12,79,54,4,414,NA,TRUE,FALSE,10,10,2,1,"1,97"
"344",1419,NA,NA,"base","interview",1,4,2,3,3,3,4,2,1,1,1,2,1,6,1,1,5,4,1,4,4,2,1,2,3,1,4,1,7,11,11,11,8,1,6,7,6,11,11,1,11,2,11,1,3,4,1,3,3,1,2,10,11,6,3,5,5,4,4,2,3,2,2,8,2,2,6,3,4,8,6,6,9,11,1,11,11,11,3,1,11,11,6,2,6,6,11,11,1,6,2,6,6,6,4,2,1,2,2,2,6,5,4,26,1,3,7,334,36,50,93,64,23,22,93,17,1,411,NA,TRUE,FALSE,10,10,1,0,"1,86"
"345",1422,NA,NA,"base","interview",2,4,2,4,3,2,3,1,1,4,1,1,1,3,1,1,4,3,1,3,1,1,1,1,1,1,7,6,6,1,10,11,11,1,4,NA,6,11,8,11,11,11,7,1,1,11,9,11,11,3,1,11,11,11,6,3,3,1,1,1,2,1,1,6,1,6,1,6,6,11,11,6,6,11,11,11,11,11,11,11,11,11,11,9,4,6,11,11,6,11,11,11,11,11,6,6,1,6,4,1,6,1,1,30,1,3,4,6,112,97,224,105,56,41,374,36,3,1054,NA,TRUE,FALSE,10,10,2,1,"1,08"
"346",1424,NA,NA,"base","interview",1,2,1,2,2,1,2,2,1,4,2,2,1,3,4,1,2,2,1,4,1,1,1,3,2,NA,9,10,10,7,3,9,11,1,5,8,6,11,11,9,11,11,11,1,1,11,5,11,11,8,5,7,11,11,10,2,2,1,1,1,2,2,2,10,1,7,1,10,5,11,10,10,8,11,11,11,11,11,9,11,11,11,8,7,6,6,11,11,8,6,10,9,11,10,9,5,7,6,4,3,10,5,5,25,1,3,6,3,36,83,120,67,29,18,128,24,10,518,NA,TRUE,FALSE,10,10,2,1,"1,65"
"347",1428,NA,NA,"base","interview",3,5,3,1,1,2,5,1,1,5,1,1,1,1,1,1,6,2,1,5,4,2,6,1,3,6,9,8,1,8,1,11,4,1,1,1,1,11,11,8,6,7,11,1,2,6,11,6,3,1,3,6,6,11,3,1,1,2,1,1,2,1,1,8,1,8,1,1,3,7,6,1,6,6,1,9,3,6,1,1,1,3,1,1,1,1,11,6,1,3,6,6,11,9,4,6,2,5,1,1,3,5,4,34,2,8,7,149,51,89,114,74,43,37,116,27,13,576,NA,TRUE,FALSE,10,10,1,0,"1,11"
"348",1429,NA,NA,"base","interview",2,4,2,3,1,1,2,1,2,3,4,3,2,3,1,1,4,2,1,3,2,1,1,5,3,1,7,1,8,3,5,8,10,2,1,8,9,11,6,11,10,9,11,2,2,9,7,11,10,1,2,8,11,9,9,5,4,5,2,5,4,3,1,8,1,8,1,8,8,9,8,8,8,9,9,10,7,11,8,8,9,8,8,9,6,3,10,9,4,6,10,8,9,8,8,8,4,8,8,5,8,5,8,21,2,4,4,2,53,74,91,70,32,22,98,37,7,486,NA,TRUE,FALSE,10,10,1,0,"1,6"
"349",1431,NA,NA,"base","interview",1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,2,2,3,1,NA,6,3,8,2,4,6,7,1,1,7,2,7,9,7,10,10,11,1,3,11,4,9,9,3,1,4,11,7,4,2,2,1,1,1,1,1,1,6,2,5,1,7,4,6,4,6,6,10,10,11,6,10,9,8,10,10,10,3,6,8,9,10,3,9,8,10,6,6,4,2,3,3,4,4,4,6,2,26,1,3,7,2,47,97,198,80,32,25,214,54,2,751,NA,TRUE,FALSE,10,10,2,1,"1,53"
"350",1439,NA,NA,"base","interview",1,1,1,1,2,1,3,1,1,1,1,4,1,1,2,1,1,4,4,6,4,2,6,3,5,1,6,6,6,6,6,8,6,5,9,7,6,6,9,6,6,10,10,6,1,11,4,6,11,6,1,6,11,6,3,4,4,3,4,5,4,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,22,1,4,4,38,94,126,573,137,74,23,228,45,11,1349,NA,TRUE,FALSE,10,10,1,0,"0,73"
"351",1440,NA,NA,"base","interview",2,3,2,3,1,1,3,2,2,3,2,2,2,2,2,1,4,2,2,3,2,2,2,3,2,7,8,6,8,3,9,10,10,4,3,9,6,9,10,7,11,8,9,3,2,10,8,10,8,3,6,6,10,10,7,3,3,3,3,3,4,3,4,8,3,6,2,8,8,8,9,8,6,9,8,9,7,9,7,8,8,10,8,7,7,8,9,8,6,3,8,7,9,10,8,8,9,8,8,2,6,8,6,22,1,3,4,245,99,160,198,210,88,29,270,46,12,1124,NA,TRUE,FALSE,10,10,1,0,"0,65"
"352",1443,NA,NA,"base","interview",1,2,1,2,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,11,10,1,10,7,11,1,3,11,11,11,11,11,11,11,11,3,1,11,5,9,11,4,1,9,11,11,6,2,2,5,5,1,1,1,1,6,1,10,1,9,6,9,11,10,8,11,10,11,11,11,11,10,11,11,10,10,10,10,11,11,6,8,10,10,11,9,9,7,1,7,4,3,3,5,9,21,1,2,4,31,203,301,432,91,88,49,229,44,3,1471,NA,TRUE,FALSE,10,10,1,0,"0,74"
"353",1451,NA,NA,"base","interview",2,4,3,3,4,4,3,2,3,3,2,4,4,1,4,1,1,4,2,4,2,2,3,4,2,1,6,9,4,2,2,4,7,2,2,7,1,11,9,8,9,10,2,1,1,11,8,4,10,4,4,11,10,9,8,5,5,4,4,5,2,3,3,7,2,8,1,6,4,5,9,8,6,6,6,6,4,8,6,6,6,6,5,3,3,1,7,9,3,3,8,4,8,8,4,6,4,4,3,2,6,7,5,22,2,5,4,26,116,179,250,204,80,78,281,29,5,1248,NA,TRUE,FALSE,10,10,1,0,"0,71"
"354",1454,NA,NA,"base","interview",1,1,1,1,1,1,2,1,1,1,2,1,1,1,6,1,6,6,1,6,1,1,1,1,1,1,11,3,6,1,5,11,11,1,1,8,11,11,11,11,11,11,4,1,1,10,1,11,11,3,1,11,11,NA,6,1,4,1,1,1,3,3,1,6,3,3,1,1,6,7,6,6,6,6,6,6,3,9,5,6,6,6,4,1,4,6,4,9,4,4,7,4,6,2,1,1,1,1,1,3,5,NA,1,25,2,1,4,353,101,310,333,155,61,46,209,37,17,1281,NA,TRUE,FALSE,10,10,2,1,"0,6"
"355",1455,NA,NA,"base","interview",2,2,3,3,1,1,3,1,1,4,2,2,1,2,2,1,3,3,1,2,2,1,1,3,3,NA,8,2,8,4,6,4,9,1,1,6,9,11,11,11,11,11,10,1,1,9,6,6,8,1,2,8,11,6,8,4,3,3,2,3,4,1,1,6,1,2,1,6,4,6,6,6,6,6,6,11,11,11,6,6,6,10,2,4,6,6,11,10,4,6,6,6,6,6,6,6,1,5,1,1,6,3,2,28,1,2,7,3,56,93,179,109,46,37,221,36,3,783,NA,TRUE,FALSE,10,10,2,1,"1,33"
"356",1458,NA,NA,"base","interview",2,3,1,2,1,2,2,1,2,1,2,3,2,2,2,2,4,3,2,3,3,2,2,3,1,1,1,6,5,6,4,8,7,3,1,NA,NA,5,8,8,7,6,8,1,2,4,7,6,8,5,3,3,6,1,8,5,5,5,2,3,3,3,3,3,1,2,1,4,3,6,5,5,2,6,3,4,1,6,3,7,2,2,3,2,2,2,4,2,2,2,3,2,6,5,1,1,1,3,1,2,1,1,1,19,2,3,4,21,253,286,104,71,373,130,947,89,48,1960,NA,TRUE,FALSE,10,10,2,2,"0,54"
"357",1462,NA,NA,"base","interview",1,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,11,4,8,1,10,8,11,1,4,10,11,9,11,10,11,11,11,1,1,11,5,11,11,4,1,9,11,10,8,2,1,2,2,1,1,1,1,4,2,8,1,8,2,8,8,4,4,11,8,11,11,11,9,8,11,11,8,10,8,11,10,11,8,8,9,8,11,5,3,3,2,5,2,1,4,2,2,26,1,1,7,16,101,193,363,113,56,74,302,52,6,1276,NA,TRUE,FALSE,10,10,1,0,"0,71"
"358",1463,NA,NA,"base","interview",1,3,2,3,2,1,2,1,1,3,3,3,3,2,2,2,3,2,2,2,2,1,1,1,2,1,8,2,6,2,8,7,8,3,2,8,2,7,6,9,8,9,8,1,1,7,6,8,8,2,4,8,6,6,6,4,5,3,2,3,3,3,3,6,2,5,2,6,5,6,6,6,6,6,6,8,7,8,6,6,6,6,6,6,4,7,7,7,5,6,6,6,6,6,6,6,5,6,6,5,6,6,6,26,2,5,7,25,53,91,123,67,50,21,96,23,10,559,NA,TRUE,FALSE,10,10,1,0,"1,26"
"359",1466,NA,NA,"base","interview",1,1,1,2,3,1,2,2,2,1,2,2,1,3,1,1,1,2,1,4,1,3,2,4,4,1,11,1,11,1,11,9,11,5,1,11,9,11,11,11,11,11,11,1,6,11,2,11,11,1,5,1,11,11,1,3,1,1,1,1,2,1,1,5,1,3,1,5,8,5,9,7,4,11,11,11,9,11,11,8,11,11,7,9,8,11,8,5,5,8,8,7,10,8,4,6,1,3,4,2,7,1,3,32,2,2,7,2,32,63,66,60,27,18,81,26,6,381,NA,TRUE,FALSE,10,10,1,0,"1,97"
"360",1468,NA,NA,"base","interview",2,3,3,4,2,2,3,1,2,2,1,1,3,2,2,1,4,2,1,3,2,2,5,4,1,1,7,3,6,5,10,11,11,3,1,3,2,10,11,6,11,6,7,1,1,11,3,9,7,1,3,8,11,NA,3,5,5,3,3,4,5,3,2,8,1,2,1,7,4,7,6,6,6,7,5,9,7,10,8,3,6,5,4,4,3,4,10,7,2,1,NA,3,7,8,5,3,2,3,NA,1,4,NA,3,20,1,4,4,55,158,229,402,245,122,311,748,114,12,2116,NA,TRUE,FALSE,10,10,4,3,"0,36"
"361",1470,NA,NA,"base","interview",2,3,4,2,4,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,9,1,6,1,4,5,11,1,1,10,9,11,6,9,11,11,11,1,1,11,4,10,11,2,3,9,11,NA,8,4,5,4,3,4,4,4,2,6,2,4,1,7,3,9,9,3,5,11,11,11,9,11,9,9,11,11,7,9,11,4,11,11,6,7,7,7,11,7,5,4,2,3,4,1,4,NA,1,20,2,1,7,3,57,143,113,67,47,30,101,33,3,597,NA,TRUE,FALSE,10,10,2,1,"1,51"
"362",1471,NA,NA,"base","interview",2,4,3,4,2,2,5,2,2,1,2,2,1,1,2,1,4,2,1,3,2,1,2,1,2,1,7,6,8,9,9,8,10,4,1,5,10,10,8,11,9,8,6,1,1,11,8,11,7,1,3,7,9,4,9,5,6,3,2,3,5,3,4,6,1,6,1,8,6,5,9,6,6,6,5,10,6,6,3,5,6,6,6,3,4,5,8,6,1,4,7,4,6,6,6,6,3,6,6,1,6,6,5,27,2,4,7,2,61,88,111,81,43,40,126,50,3,605,NA,TRUE,FALSE,10,10,1,0,"1,44"
